10 35
19 30
20 35
24 35
31 32
42 32
48 33
52 33
58 33
59 28
61 28
69 28
80 34
87 34
88 37
91 37
92 42
102 49
110 49
127 52
140 58
141 58
145 63
439 65
446 65
457 62
458 62
461 80
465 87
468 87
1587 90
1599 86
1603 85
4994 88
5768 41
5799 77
5812 91
5856 90
5861 90
5874 82
5877 83
5894 83
5897 90
5901 87
5908 88
5910 91
5936 92
5937 91
5940 91
5941 86
5943 86
5946 85
5948 85
5950 37
5953 51
5957 52
5965 27
5978 27
5983 35
